,PCE,Molecule SMILE,SMILES
0,5.19,N#C/C(=C\c1ccc(cc1)N(c1ccccc1)CCCCCCN1c2ccccc2Sc2c1ccc(c2)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N)/c1ccc(s1)/C=C(/C(=O)O)\C#N,N#C/C(=C\\c1ccc(cc1)N(c1ccccc1)CCCCCCN1c2ccccc2Sc2c1ccc(c2)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\\C#N)\\C#N)/c1ccc(s1)/C=C(/C(=O)O)\\C#N
1,2.6,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O
2,3.1,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O
3,2.2,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(\\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)CC
4,5.0,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O
5,5.1,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O
6,4.8,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(\\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)CC
7,6.0,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O
8,6.2,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)/C(=O)O
9,5.5,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(\\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1cc2ccc(cc2oc1=O)N(CC)CC)CC
10,1.39,CCN([C@@H]1C=Cc2c(C1)oc(=O)c(c2)c1ccc(cc1)c1ccc(s1)/C=C(/[C@H]1SC(=S)N(C1=O)CC(=O)O)\[C@H]1SC(=S)N(C1=O)CC(=O)O)CC,CCN([C@@H]1C=Cc2c(C1)oc(=O)c(c2)c1ccc(cc1)c1ccc(s1)/C=C(/[C@H]1SC(=S)N(C1=O)CC(=O)O)\\[C@H]1SC(=S)N(C1=O)CC(=O)O)CC
11,3.62,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(s1)C/C=C(\C(=O)O)/C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(s1)C/C=C(\\C(=O)O)/C#N)CC
12,1.77,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(cc1)/C=C(\[C@H]1SC(=S)N(C1=O)CC(=O)O)/[C@H]1SC(=S)N(C1=O)CC(=O)O)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(cc1)/C=C(\\[C@H]1SC(=S)N(C1=O)CC(=O)O)/[C@H]1SC(=S)N(C1=O)CC(=O)O)CC
13,2.8,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\\C#N)CC
14,1.41,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)/C=C(\[C@H]1SC(=S)N(C1=O)C(=O)O)/[C@H]1SC(=S)N(C1=O)CC(=O)O)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)/C=C(\\[C@H]1SC(=S)N(C1=O)C(=O)O)/[C@H]1SC(=S)N(C1=O)CC(=O)O)CC
15,2.6,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)/C=C(\C(=O)O)/C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)/C=C(\\C(=O)O)/C#N)CC
16,1.1,OC(=O)C[n+]1c(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)sc2c1cccc2,OC(=O)C[n+]1c(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)sc2c1cccc2
17,0.6,OC(=O)c1ccc2c(c1)C(C)(C)C(=[N+]2C)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,OC(=O)c1ccc2c(c1)C(C)(C)C(=[N+]2C)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C
18,2.6,OC(=O)CN1C(=S)S/C(=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)/C1=O,OC(=O)CN1C(=S)S/C(=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)/C1=O
19,3.7,OC(=O)C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)C(=O)O,OC(=O)C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)C(=O)O
20,3.5,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
21,5.2,N#C/C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
22,4.7,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/C=C(\C(=O)O)/C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/C=C(\\C(=O)O)/C#N)CC
23,3.1,N#C/C(=C\c1c(=O)oc2c(c1C(F)(F)F)cc1c3c2C(C)(C)CCN3CCC1(C)C)/C(=O)O,N#C/C(=C\\c1c(=O)oc2c(c1C(F)(F)F)cc1c3c2C(C)(C)CCN3CCC1(C)C)/C(=O)O
24,4.1,N#C/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
25,3.4,OC(=O)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,OC(=O)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C
26,0.9,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4
27,5.8,N#C/C(=C\c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
28,7.4,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
29,6.4,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
30,3.81,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(cc1)C=C(C1SC(=S)N(C1=O)CC(=O)O)C1SC(=S)N(C1=O)CC(=O)O,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(cc1)C=C(C1SC(=S)N(C1=O)CC(=O)O)C1SC(=S)N(C1=O)CC(=O)O
31,3.6,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
32,3.1,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
33,3.3,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
34,3.8,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
35,3.9,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
36,2.8,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
37,3.3,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
38,3.9,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
39,4.0,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
40,7.2,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
41,7.5,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
42,7.5,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
43,7.09,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
44,8.54,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
45,8.95,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
46,8.88,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
47,8.47,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
48,9.09,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
49,4.78,CCN(c1ccc2c(c1)oc(=O)c(c2)c1csc(n1)c1ccc(s1)C=C(C(=O)O)C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1csc(n1)c1ccc(s1)C=C(C(=O)O)C#N)CC
50,0.33,CCN(c1ccc2c(c1)oc(=O)c(c2)c1csc(n1)c1ccc(s1)/C=C\1/SC(=S)N(C1=O)CC(=O)O)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1csc(n1)c1ccc(s1)/C=C\\1/SC(=S)N(C1=O)CC(=O)O)CC
51,3.62,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)CC
52,1.04,OC(=O)c1ccc(cc1)c1ccccc1c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,OC(=O)c1ccc(cc1)c1ccccc1c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C
53,2.33,OC(=O)c1ccc(cc1)c1cccc(c1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,OC(=O)c1ccc(cc1)c1cccc(c1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C
54,1.64,OC(=O)c1ccc(cc1)c1cccc(c1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,OC(=O)c1ccc(cc1)c1cccc(c1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C
55,2.69,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C
56,3.22,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C
57,5.97,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
58,4.66,N#C/C(=C\c1ccc(cc1)N(c1ccccc1)CCCCCCN1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C(=O)O,N#C/C(=C\\c1ccc(cc1)N(c1ccccc1)CCCCCCN1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\\C#N)/C(=O)O
59,4.82,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
60,5.97,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
61,3.93,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1sc(c2c1OCCO2)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
62,5.03,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1sc(c2c1OCCO2)c1ccc(c2c1nsn2)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
63,6.07,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1sc(c2c1OCCO2)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
64,3.73,N#C/C(=C\c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
65,4.37,N#C/C(=C\c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
66,7.19,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
67,6.5,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O
68,7.6,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O
69,5.8,N#C/C(=C\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
70,6.3,N#C/C(=C\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
71,6.5,N#C/C(=C\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
72,5.3,N#C/C(=C\c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,N#C/C(=C\\c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O
73,4.3,N#C/C(=C\c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,N#C/C(=C\\c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O
74,6.3,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O
75,7.3,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O
76,7.6,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C#N)/C(=O)O
77,6.2,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
78,6.5,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
79,5.9,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
80,5.5,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
81,5.3,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
82,6.0,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
