,PCE,Molecule SMILE,SMILES
3971,10.4,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O
3972,10.4,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O
3973,10.3,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O
3974,10.0,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O
3975,9.5,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3976,10.25,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3977,10.29,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3978,9.97,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3979,9.74,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3980,9.83,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3981,10.22,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3982,11.18,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3983,8.23,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3984,6.5,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3985,5.5,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3986,6.1,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3987,8.64,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3988,8.4,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3989,8.16,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3990,6.05,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3991,6.73,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3992,7.03,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3993,5.47,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3994,6.16,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3995,7.27,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
3996,5.98,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-],CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\\C(=C(C1=O)/C=C/1\\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-]
3997,6.92,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-],CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\\C(=C(C1=O)/C=C/1\\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-]
3998,4.89,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-],CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\\C(=C(C1=O)/C=C/1\\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-]
3999,8.15,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCCCCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(s1)C=C(C(=O)O)C#N)[O-],CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCCCCCCCC)/C=C/1\\C(=C(C1=O)/C=C/1\\N(C)c2c(C1(C)C)cc(cc2)c1ccc(s1)C=C(C(=O)O)C#N)[O-]
4000,5.57,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCCCCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(s1)C=C(C(=O)O)C#N)[O-],CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCCCCCCCC)/C=C/1\\C(=C(C1=O)/C=C/1\\N(C)c2c(C1(C)C)cc(cc2)c1ccc(s1)C=C(C(=O)O)C#N)[O-]
4001,6.36,CCCCCCCCCCC1(CCCCCCCC)c2cc(ccc2N(/C/1=C\C1=C([O-])/C(=C\C2=[N+](C)c3c(C2(C)C)cccc3)/C1=O)CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,CCCCCCCCCCC1(CCCCCCCC)c2cc(ccc2N(/C/1=C\\C1=C([O-])/C(=C\\C2=[N+](C)c3c(C2(C)C)cccc3)/C1=O)CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N
4002,3.46,CCCCCCCCCCC1(CCCCCCCC)c2cc(ccc2N(/C/1=C\C1=C([O-])/C(=C\C2=[N+](C)c3c(C2(C)C)cccc3)/C1=O)CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,CCCCCCCCCCC1(CCCCCCCC)c2cc(ccc2N(/C/1=C\\C1=C([O-])/C(=C\\C2=[N+](C)c3c(C2(C)C)cccc3)/C1=O)CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N
4003,7.21,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(s1)C=C(C(=O)O)C#N)[O-],CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\\C(=C(C1=O)/C=C/1\\N(C)c2c(C1(C)C)cc(cc2)c1ccc(s1)C=C(C(=O)O)C#N)[O-]
4004,3.71,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(s1)C=C(C(=O)O)C#N)[O-],CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\\C(=C(C1=O)/C=C/1\\N(C)c2c(C1(C)C)cc(cc2)c1ccc(s1)C=C(C(=O)O)C#N)[O-]
4005,5.55,CCCCCCCCCCC1(CCCCCCCC)c2cc(ccc2N(/C/1=C\C1=C([O-])/C(=C\C2=[N+](C)c3c(C2(C)C)cccc3)/C1=O)CCCCCCC)c1ccc(cc1)C=C(C(=O)O)C#N,CCCCCCCCCCC1(CCCCCCCC)c2cc(ccc2N(/C/1=C\\C1=C([O-])/C(=C\\C2=[N+](C)c3c(C2(C)C)cccc3)/C1=O)CCCCCCC)c1ccc(cc1)C=C(C(=O)O)C#N
4006,3.78,CCCCCCCCCCC1(CCCCCCCC)c2cc(ccc2N(/C/1=C\C1=C([O-])/C(=C\C2=[N+](C)c3c(C2(C)C)cccc3)/C1=O)CCCCCCC)c1ccc(cc1)C=C(C(=O)O)C#N,CCCCCCCCCCC1(CCCCCCCC)c2cc(ccc2N(/C/1=C\\C1=C([O-])/C(=C\\C2=[N+](C)c3c(C2(C)C)cccc3)/C1=O)CCCCCCC)c1ccc(cc1)C=C(C(=O)O)C#N
4007,7.01,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-],CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\\C(=C(C1=O)/C=C/1\\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-]
4008,4.28,CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\C(=C(C1=O)/C=C/1\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-],CCCCCCCCCCC1(CCCCCCCC)C(=[N+](c2c1cccc2)CCCCCC)/C=C/1\\C(=C(C1=O)/C=C/1\\N(C)c2c(C1(C)C)cc(cc2)c1ccc(cc1)C=C(C(=O)O)C#N)[O-]
4009,6.5,CCCCCCCCN1c2ccc(cc2Oc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1sc(cc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,CCCCCCCCN1c2ccc(cc2Oc2c1ccc(c2)/C=C(/C(=O)O)\\C#N)c1sc(cc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1
4010,7.0,CCCCCCCCN1c2ccc(cc2Oc2c1ccc(c2)c1ccc(cc1OCCCC)OCCCC)c1sc(cc1c1ccc(cc1OCCCC)OCCCC)/C=C(/C(=O)O)\C#N,CCCCCCCCN1c2ccc(cc2Oc2c1ccc(c2)c1ccc(cc1OCCCC)OCCCC)c1sc(cc1c1ccc(cc1OCCCC)OCCCC)/C=C(/C(=O)O)\\C#N
4011,6.3,CCCCCCCCN1c2ccc(cc2Oc2c1ccc(c2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(cc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C(/C(=O)O)\C#N,CCCCCCCCN1c2ccc(cc2Oc2c1ccc(c2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(cc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C(/C(=O)O)\\C#N
4012,6.2,CCCCCCCCN1c2ccc(cc2Oc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,CCCCCCCCN1c2ccc(cc2Oc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\\C#N
4013,3.75,CN(c1ccc(cc1)/C=C/c1sc2c([n+]1CCCS(=O)(=O)[O-])cccc2)C,CN(c1ccc(cc1)/C=C/c1sc2c([n+]1CCCS(=O)(=O)[O-])cccc2)C
4014,2.57,CN(c1ccc(cc1)/C=C/c1sc2c([n+]1CCCS(=O)(=O)[O-])cccc2)C,CN(c1ccc(cc1)/C=C/c1sc2c([n+]1CCCS(=O)(=O)[O-])cccc2)C
4015,1.34,CN(c1ccc(cc1)/C=C/c1sc2c([n+]1CCCS(=O)(=O)[O-])cccc2)C,CN(c1ccc(cc1)/C=C/c1sc2c([n+]1CCCS(=O)(=O)[O-])cccc2)C
4016,8.35,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4017,7.87,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4018,7.8,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4019,8.67,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4020,7.16,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4021,7.74,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4022,6.98,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4023,6.18,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4024,7.27,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4025,7.59,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4026,8.36,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4027,8.97,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4028,7.82,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4029,6.7,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O
4030,7.83,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
4031,6.5,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C1CCN2C(C1)C1CC(C(=O)O)CCN1[Ru]21(N=C=S)(N=C=S)N2CCC(C(=O)[O-])CC2C2CC(C(=O)O)CCN21
